question,cluster,label,label_int
"Saya mau yang layanan Biznet Home Internet 1D, tolong saya diberikan detail harganya?",0,information,0.0
ini belom dibales,-1,,
kemarin saya ditawarin promo itu,-1,,
ada HBO?,-1,,
bayar lewat mana cok,-1,,
Tolong berikan saya detail harganya termasuk dengan PPN dengan sewa modem,0,information,0.0
berapa saja kecepatan paket biznet,0,information,0.0
kata SPV saya unlimited selama order masih ada?,-1,,
anda kenal SPV saya nggak?,-1,,
Kenapa 1500933 sulit dihubungi?,-1,,
kendala tagihan berbeda,-1,,
kalau news ada apa aja?,-1,information,0.0
kalo buat bayar lebih cepat lewat mana ya?,-1,,
produk yang murah meriah,-1,,
router apa yg recomended?,-1,information,0.0
"Saya mau yang dengan beli modem saja deh, tolong berikan detail harnganya Kak",0,information,0.0
bayarin dong min,-1,,
kalau produk lainnya apa aja ya,-1,information,0.0
bulan depan gua ganti,-1,,
ada lagi ga paket lainnya,-1,,
Mau tau cara ganti password wifi gimana ya?,2,information,0.0
"saya mau pasang iptv, berapa harga untuk pemasangan paket iptv?",0,information,0.0
kalo paket perusahaan ada ngga,-1,,
tolong transferin uang ke saya dong buat bayar biznet ini,-1,,
Untuk layanan internet dan TV d biznet apaan aja?,0,information,0.0
pemasangan nya dari siapa nanti?,-1,,
"kan lu assisten, bantuin gua lah buat bayar ini tagihan",-1,,
Kalo ganti password Wifi gimana?,2,information,0.0
Apakah ada promo berlangganan baru saat ini?,0,information,0.0
"iya kendala bayar, karena uangnya belum ada, gimana nih bot",-1,,
internet tidak bisa digunakan,0,information,0.0
Untuk area sumatra ada paket apa aja?,0,information,0.0
apa ada nat geo di chanel IPTV nya?,0,information,0.0
memang kapan masa tenggang akun gua?,-1,information,0.0
"Boleh, tolong beritahu saya paket layanannya apa saja",-1,information,0.0
Kalau mau tambah aku biznet baru dengan KTP yang sama apakah bisa?,0,information,0.0
saya mau chat dengan customer service,-1,,
"iya kapan tanggalnya, butuh tanggal pastinya jatoh di tanggal berapa",-1,information,0.0
Cara change data dong,-1,information,0.0
sisa kuota saya brp?,0,information,0.0
Saya mau yang kombinasi paket internet dan IPTV,0,information,0.0
"Kalau ada kabel yang terputus, berapa lama tim teknisi akan datang melakukan perbaikan?",-1,information,0.0
emang itu kalo nggak bayar bakal di ambil modemnya,0,information,0.0
saya mau ikut promo 8+4,-1,,
saya taunya modem sajya sewa atau beli dimana?,0,information,0.0
Apakah layanan saya bisa dilakukan relokasi ke daerah sumatra barat?,0,information,0.0
"Kalau dalam waktu 1x24 jam tidak ada kunjungan tim teknisi, apakah akan ada kompensasi?",-1,information,0.0
Kalo mau nambah IPTV gimana?,0,information,0.0
Mau change emial aku bisa ga di Biznet,0,information,0.0
Mau promo 12+5 ada ga?,-1,,
"ya ga mau tau, saya kemarin ditawarin promo 8+4",-1,,
apakah perlu hubungin Customer Service?,-1,information,0.0
kenapa massa aktif saya selalu maju?,-1,,
Tolong berikan saya detail harganya untuk paket internet dan IPTV,0,information,0.0
"Saya salah bayar ke nomor virtual account orang lain, apa yang harus saya lakukan?",-1,information,0.0
Untuk pembayaran kemana ya?,-1,,
bisa perubahan data ga?,-1,,
Apa kesalahan bayar ke akun lain bisa direfund?,-1,information,0.0
Kalo ganti paket gimana?,0,information,0.0
Untuk trasnfer bank ada bank apa saja?,3,information,0.0
apakah bisa mengganti email dan nomor hp di kaun?,-1,information,0.0
apa bisa ganti kepemilikan biznet?,0,information,0.0
kalo mau ikut promo 3+1 gmn ya?,-1,,
Apakah bisa mengganti nama menggunakan nama PT?,0,information,0.0
"Masa aktif masih 3 bulan lagi, mau change packet bisa min?",-1,,
pembayaran apa saja yang disediakan oleh biznet,0,information,0.0
"Masa aktif masih 3 bulan lagi, mau ikut promo bisa?",-1,,
Kalau saya tidak memiliki Bank dari ke-4 bank tersebut gimana? Saya punyanya bank BRI,3,information,0.0
saya ga bisa buka detik.com,-1,,
nggak mau udahan aja ah,-1,,
saya bisa dapet promo apa?,0,information,0.0
kenapa saya menerima tagihan atas nama orang lain?,-1,,
Untuk transfer antar bank ini menggunakan virtual account apa gimana?,-1,information,0.0
bisa dirincikan untuk biaya promonya?,-1,,
saya mau *12+5 *,-1,,
"Saya kan hanya puna Bank BRI saja, berati nanti saya transfernya ke Bank apa ya?",3,information,0.0
"tidak ada promo tersedia di my Biznet, gimana?",-1,,
internet aku putus min tidak bisa dipakai,0,information,0.0
bagaiamana cara setting router?,-1,information,0.0
Maksudnya setting router tambahan atau extender,-1,,
Untuk layanan Biznet home ini ada kontrak berlangganannya ga?,0,information,0.0
saya mau promo 12+5,-1,,
Promo terbaru,-1,,
pembayaran biznet home bisa make bank apa aja ya??,3,information,0.0
Promo desember apa,-1,information,0.0
Saya tidak bisa bayar VA BCA,-1,,
Kalo modem dibawa pindah sendiri bisa ngga,0,information,0.0
Apabila saya berlangganan dengan sewa modem apakah nantinya bisa beli perangkat modem?,0,information,0.0
Lokasi desa ketumping udah kofer blm,-1,,
kalo lewat shoope ga bisa ya?,-1,,
saya tidak ada pulsa jadi disini saja saya komplainnya,-1,,
Apabila nanti saya terminasi lalu saya berlangganan lagi apakah bisa?,-1,information,0.0
why mu quota doesnt decreased?,-1,,
kalo saya bayar di jam 12 malam apakah bisa langsung aktit atau bertambah?,-1,information,0.0
min internet saya mati,-1,problem,2.0
Koneksi down,-1,problem,2.0
status internet,-1,,
internet saya mati nih,-1,problem,2.0
my quota didn't decreased any at all,-1,,
interner down,-1,problem,2.0
internet aku gabisa dipakai,0,information,0.0
down,-1,problem,2.0
ini juga koneksi internetnya putus nyambung,0,information,0.0
ada promo apa?,0,information,0.0
Biznet Dedicated,4,information,0.0
saya mau tanya produk biznet home apa saja,0,information,0.0
i have red blinking lamp on my modem what should i do?,-1,,
saya mau ubah nama akun apakah bisa?,0,information,0.0
"please  check my account 5501147 , I forgot the service",-1,,
paket metronet,-1,,
lagi ada promo apa min?,0,information,0.0
Biznet homr,4,information,0.0
mau tanya quota,-1,,
Connection Down,-1,problem,2.0
Apakah 2025 PPN biznet jadi 12%?,-1,information,0.0
Boleh minta metode pembayaran layanan Home,-1,,
"saya mau yg gamers, apa bisa di pasang di toko saya?",-1,information,0.0
koneksi saya gk bisa dipake,-1,,
Mau tanya inet saya down,-1,problem,2.0
kalo saya mau relokasi gimana caranya?,0,information,0.0
waaaa you only can check based on billing number?,-1,,
mau cek sisa quota,-1,,
Jalan Melawai kebayoran baru,-1,,
"jakarta timur, cakung",-1,,
ngga bisa di info disini ya,-1,,
caranya bagaimana,0,information,0.0
indikator modem jika down,-1,problem,2.0
saya sudah restart tapi masih mati,-1,problem,2.0
dapat IP publik statik ga ya?,-1,,
min internet mati,-1,problem,2.0
bagaimana caranya login ke mybiznet ?,-1,information,0.0
"Biznet Home, internet DOWN",4,information,0.0
saya mau tanya tentang promo,-1,,
soalnya ini internet lambat,-1,problem,2.0
internet saya slow pas beut nich. ads yang bisa tangani gk kawan?,-1,problem,2.0
"saya perlu internet di rumah dan TV, apakah ada?",0,information,0.0
"No, I just want to chat with you Bella",-1,,
promo biznet home,-1,,
tanya promo yang ada,-1,,
sudah di restart koneksi jadi mati,-1,problem,2.0
saya mau ganti paket ke yg lebih murah gimana caranya?,0,information,0.0
untuk pembayaran apakah bisa ditangguhkan,0,information,0.0
layanan metronet itu apa,-1,information,0.0
please help me order promo 3+1,-1,,
apa ada promo yg tersedia saat ini?,0,information,0.0
Connection intermitten,-1,,
Kalau saya lewat tanggal masa aktif akun nanti gimana nasib saya?,-1,,
sorry udah aktif lagi nih,-1,,
Indikator modem huwawei saya berwarna merah,0,information,0.0
dikarenakan kondisi keuangan saya maka saya minta ditangguhkan dibulan depan,-1,,
sudah di restart tapi kendala lambat masih juga ya,-1,problem,2.0
koneksi saya down,-1,problem,2.0
apa ada IPTV?,0,information,0.0
untuk cek speed di mana ya,-1,,
ada paket apa saja IPTV?,0,information,0.0
berapa harga modem?,0,information,0.0
"halo, apa bisa dibantu untuk berlangganan",-1,information,0.0
Hi bella saya ingin cek internet saya apakah aman di sistem?,-1,information,0.0
payment problem,-1,,
"hai, aku customer internetku naik turun deh",-1,,
Connection Slow,-1,problem,2.0
biznet metronet,-1,,
saya ada kendala internet dilokasi tidak bisa digunakan dan ada loss merah,0,information,0.0
promo metronet,-1,,
saya ingin tau dulu harganya,-1,,
"hasil speed test cuma 10 mbps, memang berapa ya kecepatan layanan saya",-1,information,0.0
Kendala internet loss merah,-1,,
saya mau tambah data nomor telp,-1,,
terima kasih untuk ganti modem gimana,0,information,0.0
Pada point satu berapa lama diberikan waktunya?,-1,information,0.0
"Kendala internet slow, gimana nih",-1,problem,2.0
mau dong channel lengkapnya,-1,,
pilihan internet untuk kantor,-1,,
Apakah modem Biznet sudah 1G,0,information,0.0
apakah mybiznet sudah tersedia di appstore atau playstore ?,-1,information,0.0
i have issu with my quota which is has been renewed since a week ago but didn't decreased any at all,-1,,
"mau tanya paket promo yang tersedia skrg, tidak mau ke customer service",-1,,
"Biznet Home,",4,information,0.0
harga modem berapa?,0,information,0.0
kapan mybiznet ada di appstore?,-1,information,0.0
Saya tidak bisa melakukan pembayaran melalui Bank Danamon,3,information,0.0
untuk promo biznet home ada apa saja?,0,information,0.0
"Min internet saya putus sambung dari sore tadi, modem ga di otak atik",0,information,0.0
